tidy_tweet,Sentiment
RT   AJTTOTD  Gentlemen  do your woman a favor and moisturize  No one wants to play footsie with a couple of tree stumps  # ,Positive
More sex   less fights #YOMO #sextember,Negative
RT       of Psalms are laments  All of the OT prophets except   include a lament  The Bible doesn t avoid suffering  You won t a ,Negative
   quotes from the best marriage book  http   t co T i xQLYRi,Positive
Gospel  We re more sinful  amp  flawed than we ever dared believe  yet simultaneously we re more loved  amp  accepted n Jesus than we dared hope,Positive
Then I woke up in a panic  snuggling too close to my wife with her hair in my mouth  Being a cuddlewhore is its own punishment  amp  own reward ,Negative
I Had a terrible nightmare in which I had long hair like an unkempt Viking  The clippers broke when I tried to cut it  my knife failed too  ,Negative
An excellent wife is the crown of her husband  But she who shames him is like rottenness in his bones   Proverbs      NASB ,Positive
 You get hungry  then angry  then you get weepy  then you get your period and it just starts all over again    ,Negative
Marriage is the  surgical  operation by which a woman s vanity and a man s egotism are extracted without anesthetic  Helen Rowland,Negative
 I feel like faking your death is usually the best solution for most situations  wife  What     hubby  you know  in movies  just saying    ,Positive
 Where is the tooth brush    I wasn t going to bother tonight           aren t you a DENTIST  ,Positive
LOVE must be learned   amp  learned again  amp  again  there is no end to it  H  needs no instruction  but waits only   b provoked  Katherine Porter,Negative
My wife gave     of her income from      to the #enditmovement charities today  I was humbled  inspired  amp  proud  More in love every day  ,Positive
 Do u want to listen to this radio station  I don t like it so I figured it was your type of music     ,Negative
 Hunny  I love you and your capitalistic little heart  So much you don t even know  ,Positive
The  Lord  God said   It is not good for the man to be alone  I will make a helper suitable for him    Genesis      NIV   ,Positive
 Be careful bumping into me  You may wind up pregnant    ,Positive
Went on a run in this freezing weather together  Proud of my hubby  #marathon #fitness #theCoupleThatRunsTogetherStaysTogether   ,Positive
Blessed to spend Christmas at home  off work  cuddling with mi amor   #BlessedBeyondBelief,Positive
Hubby  end of the world sex    Wife  oh I think I ll take a nap until the end of the world    Hubby  I m a sad  ,Negative
Gotta love thrift store prices   And yes that is ur grandpa s jacket  http   t co OubH Xjk,Positive
RT   Be content with being who God wants you to be  You make a terrible someone else anyway ,Negative
My husbands unconditional love  amp  patience with me reminds me daily of Gods unfailing love that is ten times stronger  #ChristCentered,Positive
 I pray every day would be the proof that I mean what I say when I say  I do   ,Positive
 For better or for worse  are so much more than just words  #untildeath,Negative
 Man makes plans    amp  God laughs  Michael Chabon  It should be added    amp  his wife scoffs  amp  does what she wants anyway  ,Positive
Wives  DO NOT withhold sex as a punishment  Put on your big girl panties  and let him take them off   ,Negative
Love doesn t delight in evil but rejoices w the truth  It always protects  trusts  always hopes  always perseveres    Corinthians        ,Positive
 Aw  Remember when u gave me this chapstick when we were dating     Remember when u promised me sex    times a week when we were dating    ,Positive
 PB  has like     less calories than peanut butter    Cool story babe  suck my dick  ,Positive
 If Ann Cooter coulter  is sooo great  why don t you just go marry her  ,Positive
 lanjutan ayat      nya gmn    ,Positive
The Santa Claus is giving you gifts in VPGAME  come to get yours    Join Now   https   t co oiUKISsxpJ,Positive
I am super stoked for  to launch  Ready to find some good eats  https   t co LsvKI B z ,Positive
Download this free PSD of the new MacBook  in silver  space grey  and gold  Follow  for more  http   t co uOOAXEuOJZ,Positive
Free Flat PSD Website Template http   t co hfR njrFHJ via ,Positive
   Free Flat Social Media Icons by  http   t co cK VwdFBmT,Positive
 can  di  http   t co GNCltHgRlA no   unggul       can T T,Negative
Help your brother s boat across  and your own will reach the shore     Hindu Proverb ,Positive
Families are the compass that guide us  They are the inspiration to reach great heights  and our comfort when we occasionally falter ,Positive
All happy families resemble one another  each unhappy family is unhappy in its own way   leo tolstoy ,Negative
When you look at your life  the greatest happinesses are family happinesses    Joyce Brothers ,Positive
Families are like fudge   mostly sweet with a few nuts   Author Unknown ,Positive
To nourish children and raise them against odds is in any time any place more valuable than to fix bolts in cars or design nuclear weapons ,Positive
A man should never neglect his family for business  walt disney ,Positive
Family and Friends are hidden treasures  seek them and enjoy their riches   Wanda Hope Carter ,Positive
RT   My young boy  you cannot grow up to be a farmer by playing Farmville ,Positive
Neither love nor cough can be hidden   Latin proverb ,Positive
In each family a story is playing itself out  and each family s story embodies its hope and despair   AUGUSTE NAPIER ,Positive
 lanjutan ayat      nya gmn    ,Positive
The Santa Claus is giving you gifts in VPGAME  come to get yours    Join Now   https   t co oiUKISsxpJ,Positive
I am super stoked for  to launch  Ready to find some good eats  https   t co LsvKI B z ,Positive
Download this free PSD of the new MacBook  in silver  space grey  and gold  Follow  for more  http   t co uOOAXEuOJZ,Positive
Free Flat PSD Website Template http   t co hfR njrFHJ via ,Positive
   Free Flat Social Media Icons by  http   t co cK VwdFBmT,Positive
 can  di  http   t co GNCltHgRlA no   unggul       can T T,Negative
Help your brother s boat across  and your own will reach the shore     Hindu Proverb ,Positive
Families are the compass that guide us  They are the inspiration to reach great heights  and our comfort when we occasionally falter ,Positive
All happy families resemble one another  each unhappy family is unhappy in its own way   leo tolstoy ,Negative
When you look at your life  the greatest happinesses are family happinesses    Joyce Brothers ,Positive
Families are like fudge   mostly sweet with a few nuts   Author Unknown ,Positive
To nourish children and raise them against odds is in any time any place more valuable than to fix bolts in cars or design nuclear weapons ,Positive
A man should never neglect his family for business  walt disney ,Positive
Family and Friends are hidden treasures  seek them and enjoy their riches   Wanda Hope Carter ,Positive
RT   My young boy  you cannot grow up to be a farmer by playing Farmville ,Positive
Neither love nor cough can be hidden   Latin proverb ,Positive
In each family a story is playing itself out  and each family s story embodies its hope and despair   AUGUSTE NAPIER ,Positive
RT   Sorry not sorry for this song getting stuck in your head  https   t co hxL NdENtM,Negative
RT   From their  st meeting to being caught at the cabin  here s our top   Haley  amp  Andy moments  https   t co fy GfrqQYd https    ,Positive
RT   If my son thinks me as one of his idiotic friends  then I ve succeeded as a Dad ,Positive
RT      looks awesome on the red carpet  #Emmys http   t co   PLGvBRgr,Positive
RT   Modern Family s   amp   arrive as style sisters  Do you love their strapless look  #etalkEmmys http   t ,Positive
RT   I m cool dad  that s my thang  I m hip  I surf the web  I text  LOL  laugh out loud  OMG  oh my god  WTF  why the face   ,Positive
RT   Check out the Emmy issue of the   my  cast mates  amp  I recreate portraits of some of the     fav TV shows htt ,Positive
RT   The cast of  Modern Family  re created a bunch of shots from your fave TV shows http   t co  zrJVxaTFP http   t co smsW ,Positive
RT    It s one of the best shows of all time    regarding #ModernFamily  https   t co pv taDyWcb,Positive
RT   All these pre Emmy parties got me all  http   t co A Ht tFKfS,Positive
RT    We had a great run  amp  honestly I m so happy all the talented  funny people at      won   I said into the mirror almost conv ,Positive
RT   #ModernFamily wins Outstanding Comedy Series at #TheEmmys  http   t co ZycfIWJybJ http   t co PkeRWv  xC,Positive
RT   Tonight has been an INCREDIBLE night  Thank you again  for this honor the  th time in a row  So blessed to have  ,Positive
RT    I love you my fellow non winner  You make work a joy everyday  http   t co ZhKJtT ec ,Positive
RT      th episode table read today  An amazing time  http   t co  Y iyFm wI,Positive
    episodes  Congratulations           and the whole cast  amp  crew ,Positive
RT   Yeah  it s true    amp   have been Coveteur d  http   t co AmzMnhD ,Positive
 Yes  but the universe smiled on us and prevented us from casting the wrong people     http   t co N wDojOp,Positive
 Yes  we are graced with a cast of excellent physical comedians      Christopher Lloyd http   t co N wDojOp,Positive
    the episodes I am most proud of are the ones with a mix of great comic moments and surprising emotion    C  Lloyd http   t co N wDojOp,Positive
So much Emmy love  Congratulations to Ty  Julie  and the whole Modern Family family     #modernfamily #emmywinners,Positive
RT   Welcome the new baby Lily   Aubrey   http   t co O XNzJ ,Positive
RT   MODERN FAMILY Season   Scoop  Ranch Life  Happy Holidaze  Sisters at Arms and More  http   t co    d sv via     ,Positive
RT   They surprised me with a cake on set today    http   t co  dUZZJ ,Positive
RT   First day back on the Modern Family set and celebrating Rico s bday     http   yfrog com gzp qudj,Positive
Happy happy happy birthday       How s the cake and the first day back on set ,Positive
Season   is being filmed as we tweet  Can t wait to see the new episodes        ,Positive
It s Emmy time  Congratulations on the noms        Ty Burrell  Julie Bowen  and finally  Ed O Neill ,Positive
RT   I m thrilled that our entire adult cast was nominated   Next year  the kids   Thanks so much  Academy ,Positive
RT   I m thrilled for the emmy noms for  and   my favorite couple on TV  hands down ,Positive
Gloria  No  Jay  Don t come in here  You cannot see the cake  It s the bad luck       ,Negative
Happy birthday   ,Positive
Cute     RT   Can you tell that I don t like   via  http   twitpic com  evssi,Positive
While the show s on hiatus  we re rewatching the entire Season   of Modern Family  These episodes are the best    ,Positive
RT    Modern Family  leads nominations for new Critics  Choice TV Awards http   lat ms ksSSw ,Positive
 and  talk about writing comedy and the value of Twitter  RT  A little insight  bit ly mBvUBh,Positive
Let s all like Rico on Facebook  RT   Have you  liked  me on Facebook yet  www Facebook com StarringRicoRodriguez,Positive
Don t forget to watch this  MF fans  RT   Inside the Actors Studio  Sneak Peek  It airs June  th on Bravo  http   bit ly mFV fZ,Positive
    I was doubtful too  but I honestly can t see myself going back to drip      ,Positive
    Jay  Want some coffee  Manny  to Cam and Mitchell  Say yes  it s French press ,Positive
Delroy  Maybe we should just stop this  Cam  No  there s a saying in the theater world that  Manny  It s not worth dying for      ,Negative
Manny  Hey Emma  doing the show  it feels like we ve become like a little family  huh  Emma  You mean  like you re my brother      ,Positive
    Phil  Don t worry  we re not expecting any miracles  Haley  Thank you      ,Negative
Welcome to Facebook    Like    ,Positive
Visual bacon  yeah  RT   Can we quote you  RT   Love modern family  It s like bacon for my eyes ,Positive
RT   #modernfamily I have big love for you as well  My first crush    Ed O Neil ,Positive
RT   I know how u all love the reruns of Modern Family  but  night I pulled a few more than a few  strings at ABC and go    ,Positive
Hooray for the Mod Fam writers    RT   Congrats to our Modern Family writers on winning their WGA award     does happy dance  ,Positive
    C  Sweetie  they screamed  they dropped the tray of dishes and they ran out of here like they were on fire       ,Positive
    Claire  Oh my God  Oh my God  Phil  It s okay  maybe they didn t see anything   ,Positive
What did you guys do  Rico  Eric  RT  Guys night out with my costar   Fun times  twitpic com  vnpay,Positive
RT   One of my favorite pictures from the SAG Awards  RT   http   yfrog com hsmphfcj,Positive
RT   For the record  I was winning  RT  See Manny and Luke From Modern Family Battling With Their SAG Figurines http    ,Positive
Julie Bowen was outstanding in this sleek Malandrino pantsuit  Go  Julie  http   bit ly gIxszM #sagawards #fashion #modernfamily,Positive
RT   This has been an awesome night  but in order for us to keep winning awards  I have to go to bed for work tomorrow  Goo    ,Positive
Love from The Office  RT  That Modern Family clip was pretty amazing  gotta say,Positive
Love from The Office  RT  We just lost  Cudos   Modern Family but our accept  speech wld have been A MAZ ING  #nudity,Positive
Awww  sweet  RT  What can I say  twitpic com  v  q ,Positive
Complete list of SAG winners here  plus a shot of the Modern Family cast up on stage  http   eonli ne fsEKlj #sagawards #modernfamily,Positive
Well deserved  Modern Family cast  Oustanding Ensemble in a Comedy Series at the SAG Awards  Way to go     #sagawards #modernfamily,Positive
RT   New blog post  The Modern Family Cast Celebrates Their SAG Win and the Compliments They Get From Their    http   bit    ,Positive
RT   Thank you to every SAG member who voted for us  It s a huge honor  So happy that I get to share this w  my cast  http     ,Positive
RT   So proud  So excited  So thankful  Thank you SAG members for the votes  http   plixi com p         ,Positive
RT   Thank you  thank you  thank you SAG Awards  We are so grateful everyone enjoys our work ,Positive
RT   Way to go guys   Nice b day present  Ariel  RT  Here s the trophies  http   twitpic com  v hsm,Positive
Happy birthday    Please eat lots of cake for us ,Positive
Phil  Claire  We re not your parents  We re in much better shape       ,Positive
Gloria  If they re not wearing anything  I don t want them flying over my food       ,Negative
Haley  Yeah  they called for a family meeting when we switched to    milk       ,Positive
    Alex  It s our parents  anniversary so we re surprising them with breakfast in bed   ,Positive
    Mitchell  It s the most important playdate ever so I need you to sparkle  Sweetie  Cam  Oh  I m gonna sparkle like it s the FOJ   ,Positive
RT   I laughed so hard at the       or       reservation options  comment  made I spit out my sushi      ,Positive
Why  Michael    RT  Ask me later why I m laughing in this pic  #goldenglobes http   twitpic com  qq bp,Positive
You all look great     RT  All the beautiful people http   twitpic com  qq c ,Positive
Phil  Why do I have to watch a French movie  I didn t do anything wrong       ,Positive
cuteness     Thank you  Mr  Squirrel   for keeping me company on set  http   yfrog com gy zjwoj ,Positive
Barry  Now do you feel that  C  I do  B  Does it feel warm  C It does  It feels warm  Mitchell  M  Imagine that in a hot tub       ,Positive
 in the house  Ch check it out     The hilarious  rocks the Glee thang http   dly me     uFzC ,Positive
    P  Smartest dogs in the world       ,Positive
    Phil  She has to run everyday or she goes crazy  she s like a border collie  Claire  You re comparing me to a dog  ,Positive
    The only reason I remember him is because he s named after my favorite musical       ,Positive
    Phil  Oh yeah  everybody loves Michael Jordan  but nobody thinks of Scottie Pippen   ,Positive
Barry  I don t like to be touched  Cam  You re a massage therapist  B  Reiki master  Very little touching       ,Negative
Luke  I ve never taught anyone anything  But my playdate cancelled so I was wide open  S E  ,Negative
Gloria  Yes  I m driving the bike  S E  ,Positive
    Phil  I wish I were one of those people who thrives on the danger of leading a double life   ,Negative
Thanks for entertaining us    Your smart  endearing comedy  made this a great TV year  Way to go    ,Positive
RT   It s a huge honor to be named one of EW s Entertainers of the Year  Thank you family  my  Modern Family     my fans fo    ,Positive
      Modern Family  demonstrates the enormous comedic possibilities that spring out of simply honoring your characters     ,Positive
 Modern Family   Best comedy on TV  says   http   bit ly aKN CJ,Positive
 That was a crunchy surprise   Best line of the ep     RT  So   who is going to try a sandwich with potato chips in it today ,Positive
RT    My favorite episode of MF  is the one coming out tonight  I got to wear a suit and lay in the pool ,Positive
RT   Well this is a fun video a passerby took during our flash mob shoot  Where s Waldo   http   t co Su QHYB,Positive
   But watching all of you acting like children  it hit me  I ve got plenty of time left to be a kid Anyway  happy birthday to me  Manny    ,Positive
    Manny  I was almost too depressed to come today  I realized I let my childhood slip away   ,Negative
Luke to Claire  You do fun stuff  You put that potato chip in my sandwich  That was a crunchy surprise     ,Positive
Mitchell  This dance is my love letter to Cam     ,Positive
Phil The cone of trust exactomundo  Where you can speak your mind with no judgment  So what is it  Boys  your bodies are changing  eggs     ,Negative
    Claire  I m nice    Luke  Well  not now     ,Positive
    Claire  You think your dad is more fun than I am  Luke  Definitely    Dad s like crazy fun  But you re nice ,Positive
       like a present  Mitchell  Yeah  I read that card too     ,Positive
    Mitchell  Eight minutes talking to the lady in the stationery store and still no present  Cam  You know  I think a new friend is   ,Positive
Manny  How do I look  Jay  Like Al Capone  Manny  Thanks     ,Positive
Just filling out the application to family camp  You don t win the Dirty Dancing competition and not go back to defend your crown   Phil    ,Negative
He s kind of a doofus  I guess  but I thought you liked that about him    Haley    ,Positive
You care about germs  I ve seen you kiss a pigeon on the mouth   Phil    ,Positive
Gloria  Now the dog is happy  Manny can sleep and we have a jar of pickols      ,Positive
Happy birthday    What s your birthday wish   ,Positive
       and when it comes to my mom  never ask questions I don t want the answers to      ,Negative
    Manny  Jay  I ve learned a few things in my    years  don t scrimp on linens  don t compliment a teacher on her figure   ,Negative
Jay  You little rat  Manny  Don t call me a rat  She kills rats      ,Negative
Happy birthday    Can we get cake  too    RT   Happy Birthday   Do we get cake today at work ,Positive
    on favorite moments in season    http   www oprah com oprahshow Modern Family Cast Favorite Moments Video,Positive
RT    Meryl Streep could play Batman  and  be the right choice  She s perfection     Cameron Tucker       ,Positive
  hope you got to keep those cute pajamas     http   www youtube com watch v sukBiafGmjk,Positive
RT   The Entertainment Weekly photo shoot for Modern Family  http   www youtube com watch v sukBiafGmjk,Positive
Gloria  So how is it going  Manny  Great  Kelly s moving her stuff into my notebook  Gloria  This is sudden  Kelly  It just felt right     ,Positive
Mitch  Oh  remember how much fun we had when we built that bookshelf together  Jay to camera  That was my Vietnam  And I was in Vietnam     ,Positive
Claire  I m sorry  I m being ridiculous  Phil  Don t apologize  I love you when you re human     ,Negative
    Alex  You really think you trapped sunshine in there  I m just letting you know now I m not taking care of it when you guys die     ,Negative
    so we could always remember  Luke  No  no  don t open it ,Negative
    Claire  Oh  look at this  We went to the beach one day and Luke had such a good time that he wanted to bring home a jar of sunshine ,Positive
Gracias for the RT      ,Positive
Haha  yeah  I used to throw up all the time  Remember Buckety   Luke    ,Positive
      doorbell rings  Oh  she s here  She s here  OK  how s my hair   Manny    ,Positive
If an accident does happen  I hope he kills me  Because I don t think I would be a very inspiring disabled person   Cameron    ,Negative
Every home improvement project we ve undertaken has been a near death experience   Cameron    ,Positive
Whoa  We re not going to give this car to Haley  It s way to east to fit a mattress in the back   Claire     ,Positive
    You can insult a lot of things about me  my hair  my voice  my balance board exercises but don t insult my selling   ,Negative
We are loving the Entertainment Weekly covers of the Modern Family couples  Must haves         ,Positive
   and easily ranked as the evening s top rated show  This is the hit comedy s biggest rating ever  http   bit ly dcit w,Positive
Woohoo     RT  Great ratings last night  our best ever  Thanks so much for watching  everyone  Hope you liked it ,Positive
RT   New blog post  ENTERTAINMENT WEEKLY TAKES A LOOK INSIDE TV S FUNNIEST SHOW   MODERN FAMILY http   bit ly aGaeo ,Positive
RT    Modern Family  recap  Girl With a Negative Tattoo http   cot ag  WuVlA,Negative
RT   BTW  before u ask  Ty  what s twitter  Burrell   Julie  twitter puts me in a state of agitation  Bowen will not join twi    ,Positive
So many  But the jumping in the pool scene comes to mind   RT      What s been your favorite moment of season   ,Positive
RT   Sorry not sorry for this song getting stuck in your head  https   t co hxL NdENtM,Negative
RT   From their  st meeting to being caught at the cabin  here s our top   Haley  amp  Andy moments  https   t co fy GfrqQYd https    ,Positive
RT   If my son thinks me as one of his idiotic friends  then I ve succeeded as a Dad ,Positive
RT      looks awesome on the red carpet  #Emmys http   t co   PLGvBRgr,Positive
RT   Modern Family s   amp   arrive as style sisters  Do you love their strapless look  #etalkEmmys http   t ,Positive
RT   I m cool dad  that s my thang  I m hip  I surf the web  I text  LOL  laugh out loud  OMG  oh my god  WTF  why the face   ,Positive
RT   Check out the Emmy issue of the   my  cast mates  amp  I recreate portraits of some of the     fav TV shows htt ,Positive
RT   The cast of  Modern Family  re created a bunch of shots from your fave TV shows http   t co  zrJVxaTFP http   t co smsW ,Positive
RT    It s one of the best shows of all time    regarding #ModernFamily  https   t co pv taDyWcb,Positive
RT   All these pre Emmy parties got me all  http   t co A Ht tFKfS,Positive
RT    We had a great run  amp  honestly I m so happy all the talented  funny people at      won   I said into the mirror almost conv ,Positive
RT   #ModernFamily wins Outstanding Comedy Series at #TheEmmys  http   t co ZycfIWJybJ http   t co PkeRWv  xC,Positive
RT   Tonight has been an INCREDIBLE night  Thank you again  for this honor the  th time in a row  So blessed to have  ,Positive
RT    I love you my fellow non winner  You make work a joy everyday  http   t co ZhKJtT ec ,Positive
RT      th episode table read today  An amazing time  http   t co  Y iyFm wI,Positive
    episodes  Congratulations           and the whole cast  amp  crew ,Positive
RT   Yeah  it s true    amp   have been Coveteur d  http   t co AmzMnhD ,Positive
 Yes  but the universe smiled on us and prevented us from casting the wrong people     http   t co N wDojOp,Positive
 Yes  we are graced with a cast of excellent physical comedians      Christopher Lloyd http   t co N wDojOp,Positive
    the episodes I am most proud of are the ones with a mix of great comic moments and surprising emotion    C  Lloyd http   t co N wDojOp,Positive
So much Emmy love  Congratulations to Ty  Julie  and the whole Modern Family family     #modernfamily #emmywinners,Positive
RT   Welcome the new baby Lily   Aubrey   http   t co O XNzJ ,Positive
RT   MODERN FAMILY Season   Scoop  Ranch Life  Happy Holidaze  Sisters at Arms and More  http   t co    d sv via     ,Positive
RT   They surprised me with a cake on set today    http   t co  dUZZJ ,Positive
RT   First day back on the Modern Family set and celebrating Rico s bday     http   yfrog com gzp qudj,Positive
Happy happy happy birthday       How s the cake and the first day back on set ,Positive
Season   is being filmed as we tweet  Can t wait to see the new episodes        ,Positive
It s Emmy time  Congratulations on the noms        Ty Burrell  Julie Bowen  and finally  Ed O Neill ,Positive
RT   I m thrilled that our entire adult cast was nominated   Next year  the kids   Thanks so much  Academy ,Positive
RT   I m thrilled for the emmy noms for  and   my favorite couple on TV  hands down ,Positive
Gloria  No  Jay  Don t come in here  You cannot see the cake  It s the bad luck       ,Negative
Happy birthday   ,Positive
Cute     RT   Can you tell that I don t like   via  http   twitpic com  evssi,Positive
While the show s on hiatus  we re rewatching the entire Season   of Modern Family  These episodes are the best    ,Positive
RT    Modern Family  leads nominations for new Critics  Choice TV Awards http   lat ms ksSSw ,Positive
 and  talk about writing comedy and the value of Twitter  RT  A little insight  bit ly mBvUBh,Positive
Let s all like Rico on Facebook  RT   Have you  liked  me on Facebook yet  www Facebook com StarringRicoRodriguez,Positive
Don t forget to watch this  MF fans  RT   Inside the Actors Studio  Sneak Peek  It airs June  th on Bravo  http   bit ly mFV fZ,Positive
    I was doubtful too  but I honestly can t see myself going back to drip      ,Positive
    Jay  Want some coffee  Manny  to Cam and Mitchell  Say yes  it s French press ,Positive
Delroy  Maybe we should just stop this  Cam  No  there s a saying in the theater world that  Manny  It s not worth dying for      ,Negative
Manny  Hey Emma  doing the show  it feels like we ve become like a little family  huh  Emma  You mean  like you re my brother      ,Positive
    Phil  Don t worry  we re not expecting any miracles  Haley  Thank you      ,Negative
Welcome to Facebook    Like    ,Positive
Visual bacon  yeah  RT   Can we quote you  RT   Love modern family  It s like bacon for my eyes ,Positive
RT   #modernfamily I have big love for you as well  My first crush    Ed O Neil ,Positive
RT   I know how u all love the reruns of Modern Family  but  night I pulled a few more than a few  strings at ABC and go    ,Positive
Hooray for the Mod Fam writers    RT   Congrats to our Modern Family writers on winning their WGA award     does happy dance  ,Positive
    C  Sweetie  they screamed  they dropped the tray of dishes and they ran out of here like they were on fire       ,Positive
    Claire  Oh my God  Oh my God  Phil  It s okay  maybe they didn t see anything   ,Positive
What did you guys do  Rico  Eric  RT  Guys night out with my costar   Fun times  twitpic com  vnpay,Positive
RT   One of my favorite pictures from the SAG Awards  RT   http   yfrog com hsmphfcj,Positive
RT   For the record  I was winning  RT  See Manny and Luke From Modern Family Battling With Their SAG Figurines http    ,Positive
Julie Bowen was outstanding in this sleek Malandrino pantsuit  Go  Julie  http   bit ly gIxszM #sagawards #fashion #modernfamily,Positive
RT   This has been an awesome night  but in order for us to keep winning awards  I have to go to bed for work tomorrow  Goo    ,Positive
Love from The Office  RT  That Modern Family clip was pretty amazing  gotta say,Positive
Love from The Office  RT  We just lost  Cudos   Modern Family but our accept  speech wld have been A MAZ ING  #nudity,Positive
