tidy_tweet,Sentiment
Jane Halliday of  talks about prevalence of FASD   emphasising the likely global underestimate due to  https   t co vJjeRruwsw,Negative
    people attending a booked out event  first of its kind in Victoria  looking to raise awareness on FASD  includi  https   t co nqcFZOIcMN,Positive
Today is #RUOKDay  a national day of action dedicated to reminding everyone that any day is the day to ask   Are yo  https   t co EbHi Jo sg,Positive
Calling all Good Sports clubs  https   t co HxDGjeDLTj,Positive
RT   Tomorrow is #RUOKDay    Every life lost to suicide represents someone s partner  child  parent  friend or colleague  We need ,Negative
RT   Being an inclusive club for women and girls is not only the right thing to do  it will also help to attract new member ,Positive
RT   Even drinking small amounts of alcohol increases your cancer risk  according to    The more you drink  the gr ,Negative
Bega Valley Local Drug Action Team  Moving forward together to reduce harm https   t co vF  mFaVpI via ,Negative
Despite these  statistics  the sobering reality is  every day in Australia around     people are admitted  https   t co CUukL TP t,Negative
RT   Take action with Community Engagement Action Program grants  Find the latest updates to the grants here  https   t co  qcOuTX ,Positive
RT   Take action with Community Engagement Action Program grants  Find the latest updates to the grants here  https   t co CCuzpBq ,Positive
There s no safe amount of alcohol  study says  https   t co P  BkI k x,Positive
The ADF praises the NT Government for progressive alcohol legislation   #MEDIARELEASE  https   t co CJiuzyEh y https   t co HigjRqiNUe,Positive
Congratulations to the Northern Territory Government on becoming Australia s first jurisdiction to introduce a mini  https   t co XoVsPev UW,Positive
RT   These prizes are fun  thoughtful and won t break the bank ,Positive
RT   Issues relating to drug  amp  alcohol use cross the line between health  amp  welfare  with significant physical  social  amp  economic impac ,Positive
RT   A UN message for #IndigenousPeoplesDay  Self determination of Indigenous peoples should be respected  as it allows tho ,Positive
Alarming figures that show more needs to be done to prevent fatal overdoses https   t co KckD lyeq  via ,Negative
Recently  three people have been admitted to hospital with lead poisoning as a result of ingesting opium that was    https   t co ag fYSDPMH,Negative
RT   We encourage anyone in the community to submit a complaint about concerning alcohol ads at https   t co ywNLS mHGM  It ,Positive
RT   If your coaching mantra is to  win at all costs   you ve probably lost sight of what junior sport is all about  #GoodS ,Negative
Can MDMA help in the management and treatment of PTSD ,Positive
Know any students of Indian heritage that would like to help guide how we create health resources on alcohol for th  https   t co Zu nBa Ecc,Positive
The theme for this year s National Hepatitis Awareness Day is  Why miss out   urging people to seek out testing  va  https   t co REUPF gzrb,Negative
RT        cancer deaths could be prevented each year if Australians slashed their weekly #alcohol intake by just   standard d ,Negative
Saddened but not surprised by the statistics in this  report  More needs to be done to prevent alcohol and oth  https   t co cB  EQLNdf,Negative
 The study further debunks the myth that teen experimentation with alcohol promotes responsible drinking  instead i  https   t co US UWGIeH ,Positive
Kylie Hampton  one of our Community Development Officers in the Northern Territory  shares her nana and mother s st  https   t co pORRh ANY ,Positive
Great to see such a strong client response at  Medically Supervised Injecting Centre after only being opene  https   t co QLGgBMHLXb,Positive
We were thrilled to attend the Surry Hills Community Drug Action Team s NAIDOC week celebration yesterday  https   t co MKbIXV Gpi,Positive
RT   It isn t too late to join the club and get involved in #DryJuly   It s good to challenge ourselves once in a while  especiall ,Positive
Celebrating Mt Druit Local Drug Action Team s Renee Thompson for NAIDOC Week  #BecauseOfHerWeCan #NAIDOC     https   t co Jk dEq rtJ,Positive
Congratulations to the Victorian Parliament for taking a vital step in saving lives and reducing harms from drugs https   t co  Fj rFQmIe,Positive
Great steps by the Western Australian Government  Alcohol advertising should not be visible to youth  https   t co  Io KGgL f,Positive
Thrilled to have Deputy Prime Minister  showing his support for the  Club Health Strategy  https   t co g y oYdsr ,Positive
Great to see video of inside Richmond s Medically Supervised Injecting Centre  The facility will reduce preventable  https   t co StDJeaxf F,Positive
RT   SafeScript will help ensure Victorians receive effective treatment for prescription medication dependence or underlying con ,Positive
RT   Research finds links between #StateOfOrigin games and a massive spike in domestic violence in NSW https   t co qtBHAcOpZ ,Negative
RT   Last week Community Drug Action Teams  CDATs  from across the Greater Sydney Region came together to share projects and discu ,Positive
RT   Please see our latest media release regarding the first officially sanctioned pilot pill testing program undertaken by ,Positive
RT   Excited to partner with  Ipswich      to form Ipswich Local Drug Action Team funded by ,Positive
RT   Download our FREE mental health app  My Wellbeing Mate here  https   t co PtwiwNsGYx and access a wealth of resources like ,Positive
RT   #Alcohol s effect on the Australian community is unacceptable   Alarmingly the #AlcPoll     has found that more than one ,Negative
Ketamine as a treatment for depression   what is the research telling us ,Negative
RT   Love this competition from  for young people to lift the lid on Big Alcohols tactics    ,Positive
Last week we had the pleasure of working with IndianCare to hold a workshop with seniors in Melbourne s Indian comm  https   t co QR yGdN Jj,Positive
The Parliamentary Commendation Awards honoured people organisations located in the Port Stephens LGA last week   Po  https   t co bRNY ynzcS,Positive
Join the discussion for a Melbourne  Support  Don t Punish  day forum  This forum brings together voices from the A  https   t co OZWoov  im,Positive
RT   Please watch this moving story of the impact of Alcohol and Other Drugs on our community  and help us establish a Multicultura ,Positive
RT   How well do you know our nation s history  There might be more to it than you d expect  This National Reconciliation Week ,Positive
 with our CEO Dr Erin Lalor and  in Alice Springs talking about the inspirational Central  https   t co YG Mo FEuc,Positive
The Australian Government and the ADF are excited to welcome an additional    Local Drug Action Teams  in to the LD  https   t co  d  vulMO ,Positive
In partnership with IndianCare  the ADF is holding a series of workshops to help build an improved understanding of  https   t co XbtNIWpKov,Positive
RT   Celebrate the achievements and dedication of volunteers with this free fact sheet for clubs  #NVW    ,Positive
We re in Sale today chatting to community leaders and health professionals about the dangers of misusing pharamaceu  https   t co cNFCltXnvr,Negative
RT   A forum is underway in Sale to help workplace leaders better understand prescription drug misuse    ,Positive
Good to see the ACT Government taking necessary steps to save lives  Real time prescription monitoring needs to be  https   t co w O  vkcfY,Positive
RT   If you re reaching for a beer more often than the rugby ball maybe there s too much booze in your sport  It s not our faul ,Positive
We re excited to announce continued funding for    Media release  https   t co vVrkZ  cFQ https   t co vCj AVTN n,Positive
Great catching up with  on Tuesday for Coffee with a Cop  We had the opportunity to chat about our progra  https   t co IxW gdF   ,Positive
Real time prescription monitoring urgently needs to be implemented in every state and territory   It would save liv  https   t co tQXLDOwpJJ,Positive
A big congrats to Criss Moore  for making  s Honour Roll  Criss  work to overturn liquor licencing in Casu  https   t co Ysn c Dd  ,Positive
Free event next Tuesday  Workplace and community leaders  and health professionals in the Gippsland area are invite  https   t co  jJXY FOfr,Positive
  is asking young people to share what doesn t sit right with them when it comes to alcohol culture and t  https   t co nzRE MvLdk,Positive
Pill testing at festivals will not only change the way young people in Australia use drugs  but it paves the path f  https   t co  EoK csnbK,Positive
The drug testing trial at this weekend s   music event in the ACT  will help to reduce drug related h  https   t co XKgCxU tBC,Positive
Drug checking saves young people s lives and leads to less dangerous drug taking  Find the facts here   https   t co  E DoO ykm,Negative
RT   Bayswater Bowling amp Recreation Club in WA is a great eg  of partnerships with a community garden regular community events and p ,Positive
The Drug and Alcohol Multicultural Education Center  DAMEC  is hosting a free professional development forum led by  https   t co M Xh Srrue,Positive
It s great to see people are seeking support to address drug or alcohol problems  Education can help employees addr  https   t co pVioKGN RX,Positive
Evidence to support the existence of medically supervised injecting centres is overwhelming   Still  a lack of unde  https   t co  eGll XHhe,Positive
RT   Did you know #alcohol is the leading contributor to the burden of illness and deaths in Australia  Here s why everyone has a ,Negative
Employment is a key protective factor for people with substance misuse  and the best way to support people to recov  https   t co c  J Ov qi,Positive
The  report into the impact of alcohol and illicit drug use on the burden of disease and injury reaffirms the  https   t co v bQ  VxEy,Negative
RT   Alcohol and illicit drugs have a substantial impact on our health  collectively responsible for   in every    deaths  For the ful ,Positive
The ADF and  welcomes the report by the Law Reform  Road and Community Safety Committee into drug l  https   t co m  DXQx Hy,Positive
The impact of stigma and discrimination towards people experiencing issues can t be ignored ,Negative
Greater exposure to alcohol advertising leads young people to start drinking earlier  to drink more often  and to d  https   t co i YH  sI l,Positive
Drug checking at music festivals will help save lives https   t co EnqDg  Z j via ,Positive
RT   Watching the #AFLTigersBlues games tonight  Keep your eye out for the  banner   designed by some lucky #Go ,Positive
In partnership with   QPS Charleville Local Drug Action Team created this fun music video with local  https   t co hEfYBsKIXQ,Positive
The Knox Local Drug Action Team uses the Communities That Care platform to deliver a Smart Generation with evidence  https   t co Rs KqURLNS,Positive
RT   Structural and systemic racism are major obstacles to achieve #HealthEquity and #CloseTheGap  The wisdom of #Indigenous Le ,Negative
In addition to working directly with migrant families  Kiri Hata is a dedicated member of the Hunter Multicultural  https   t co h g  wGJxq,Positive
Sarah Carmody is a marathoner  Redtails Football Club player  community leader and a mum   it s hard not to be insp  https   t co CzBLgucO s,Negative
For #IWD     we re celebrating women and the amazing work their doing in their communities   Hear from Nicqui Yadzi  https   t co euegxQYZLh,Positive
What more can we do in the AOD sector to support women ,Positive
RT    Many people remain unaware  blissfully or otherwise  of long term risks  which aren t just restricted to  heavy drinker ,Negative
Recent reports in the media regarding methadone were misleading  intrusive and sensationalised  and only served to  https   t co  fIixB cuL,Negative
RT   Times running out to get your club onto a good wicket  Sign your club up to  today to go in the draw to wi ,Positive
We commend the NT Government for promising to introduce Australia s first minimum floor price on alcohol  This move  https   t co cQfPWVilR ,Positive
RT   Alcohol ads featuring #NHMRC low risk drinking guidelines can help people drink less  Our new research in    h ,Positive
Great competition   please share with your networks  https   t co vCa  Km Pp,Positive
 There are no simple solutions  But everyone can make a difference if we all share responsibility for tackling the  https   t co tKI MgHK G,Positive
Congratulations to our CEO  who has been appointed a Member of the Order of Australia  AM  for significan  https   t co ypvOqwzGBg,Positive
Great turnout in Moree yesterday  https   t co llcmjgYM z,Positive
RT   Shout out to all #Wimmera #Mallee sports clubs  When it comes to tackling illegal drugs  it s important to have a game plan Th ,Negative
Local to Moree  An initiative led by the Moree Local Drug Action Team provides an opportunity for children to try t  https   t co EJbElB ihm,Positive
RT   In a clear indication of Australia s growing drug problem   caught more drug drivers than drink drivers duri ,Positive
RT   How has the Cracks in the Ice website helped you  Do you have feedback for how we can better serve your needs  Complete ,Positive
RT   On Drink Tank Summer Series   highlighting the growing scientific evidence showing the links between #alcohol and #cancer ,Positive
RT   With another death at a music festival this summer  health experts say enough is enough  It s time to end our moral pa ,Negative
Even in low doses  drugs can significantly reduce driving skills  Learn more about the effects below ,Negative
RT   What an inspirational night at the  #VAawards so proud of our   program  The Co ,Positive
The Local Drug Action Team Program s Supporting Teenagers toolkit outlines a number of evidence informed approaches  https   t co O GjJX xeY,Positive
Practical advice on supporting a loved one that may be struggling with dependence ,Positive
We ve just updated our pharmaceutical misuse resources with factsheets relevant for anyone with an interest in tack  https   t co  ldk lRvqU,Positive
RT   Did you know  The Red ribbon is a symbol of commitment to challenge the stigma and prejudice surrounding HIV AIDS  Sho ,Positive
Keen to get involved in the Local Drug Action Team Program by partnering up with local organisations  Our partnersh  https   t co  fwpOETwPy,Positive
With many young Australians in end of year celebration mode  we ve released a new resource to highlight the harms o  https   t co obp vM zxE,Negative
 Thank you for sharing ,Positive
RT   How much do you know about the  ice   Complete our survey to help improve an Australian website supporting people affec ,Positive
RT   Congratulations again to the      Good Sports Award winners and finalists  https   t co  wwmaffMGA,Positive
We welcome this funding for FASD initiatives  The tragic outcomes of #FASD are entirely preventable  The safest opt  https   t co MirLNv O G,Positive
Congratulations again to Dawn   A champion volunteer recognised  https   t co Fl oowvEUp via ,Positive
RT   Today s the big day  Are you ready for the       Good Sports Awards     Stay tuned to find out who our ,Positive
We had the pleasure of having a marquee with  at Wyndham Diwali over the weekend   Together we hosted ac  https   t co aMArFe nlV,Positive
RT   Invitation to the Local Drug Action Team LDAT  community consultation on alcohol related harm in and around Miller       pos ,Negative
  has developed free workplace resources to address alcohol and other drug issues in the heavy vehicle ind  https   t co oQTuYsr Bg,Positive
RT   Representing at the National Indigenous Football Championships in Nowra  https   t co  mNAuFyobf,Positive
RT   Are you concerned about mental health and substance use in rural youth  Join us for our #FREE webinar as we hear from expe ,Positive
RT   Excited to announce the next round of the highly successful LDAT program today  An opportunity for communities across Austra ,Positive
RT   Are you drinking too much  too often  The  shares a few things we all need to know about #alcohol and our bodi ,Positive
Thrilled to launch the latest Local Drug Action Team application round in Canberra this morning with   https   t co IApqETIZW ,Positive
Trust the alcohol industry to try to dispute the evidence around a minimum floor price for alcohol  It s fact that  https   t co Nze PsZZvN,Positive
Located near Byron Bay  BUDDI is looking for volunteers to help out at The Schoolies HUB  https   t co  v UnqwAC ,Positive
Amazing to see the Hepburn LDAT s   The Cook  The Chef and Us  project nominated as a finalist unde  https   t co LQopOB muZ,Positive
RT    Next March  we hope govts admit there is no progress in eliminating the global drug market  and move away from damaging  drug ,Positive
RT   We know that running a local sporting club is hard work  Good Sports is here to help  Join today and you could win     ,Positive
RT   Today is headspace day  Show your support and share what you do to maintain a healthy headspace using #headspaceday   Fo ,Positive
RT   The numbers don t lie   Read the research into #alcohol marketing during the      #AFL and #NRL Grand Finals  https    ,Positive
RT   You will find clear health warning labels on all gardening potting mix   its mandatory   But  you won t find any warning ,Positive
We welcome the roll out of  in Victoria and are calling on all jurisdictions across Australia to introdu  https   t co YMGWCVnZ a,Positive
RT   We re for healthier  more family friendly local sporting clubs   Is your club a Good Sports club  https   t co GsBzHbU ,Positive
   Thank you Margie ,Positive
RT   We re excited to announce          additional funding for Good Sports  thanks to the Tasmanian Government   This fundi ,Positive
A minimum floor price for alcohol will play an important role in helping to reduce problematic drinking and its rel  https   t co gJcrdnoJUD,Positive
More conversations around patron safety are urgently needed to help reduce the risk of alcohol related harms https   t co LthxrWi  q,Positive
How does the regional community of Hepburn help protect young people from alcohol and other drug harms  With The Co  https   t co bgikvQtJrY,Positive
RT   Passionate about ensuring sport promotes the right values and habits for kids  Get along to the  launc ,Positive
A big congratulations to  as they celebrate their   th anniversary  Twenty years ago  the Mirabel Foundat  https   t co q   cvpr d,Positive
RT   Only   month until our next webinar about supporting frontline workers  Presenters are Allan Trifonoff and Roger Nichol ,Positive
Fantastic work at the Medically Supervised Injecting Centre at   Since opening in July  staff have responde  https   t co  SYcLt  RQ,Positive
RT    Alcohol and drugs cost Australian workplaces an estimated    billion per year in lost productivity   Tips for a healt ,Negative
We support easier access to naloxone for people at risk of opioid overdoses  amp  their families  amp  friends  Naloxone ca  https   t co siIQ J fo ,Positive
Great to see the NSW Government  seeking advice around music festival safety  This is an important opportun  https   t co  dA VmCKdY,Positive
We re excited to share some of the amazing work happening in Bega Valley  https   t co kZKuVhLhKK via ,Positive
We support more pill testing trials because despite all efforts  people take drugs to festivals with the intent of  https   t co  Rp GXxFKk,Positive
 It s important for parents and carers to speak with their kids about FASD if they have it  help them understand th  https   t co ULQ h  iIl,Positive
Why diagnose FASD  why does it matter   Because it provides an unbelievable relief  Anne Russell speaking as a pane  https   t co j RjKBCDsc,Positive
RT   Excellent news   secondary supply laws tightened in Victoria providing more education around the supply of alcohol to minors ,Positive
Jane Halliday of  talks about prevalence of FASD   emphasising the likely global underestimate due to  https   t co vJjeRruwsw,Negative
    people attending a booked out event  first of its kind in Victoria  looking to raise awareness on FASD  includi  https   t co nqcFZOIcMN,Positive
Today is #RUOKDay  a national day of action dedicated to reminding everyone that any day is the day to ask   Are yo  https   t co EbHi Jo sg,Positive
Calling all Good Sports clubs  https   t co HxDGjeDLTj,Positive
RT   Tomorrow is #RUOKDay    Every life lost to suicide represents someone s partner  child  parent  friend or colleague  We need ,Negative
RT   Being an inclusive club for women and girls is not only the right thing to do  it will also help to attract new member ,Positive
RT   Even drinking small amounts of alcohol increases your cancer risk  according to    The more you drink  the gr ,Negative
Bega Valley Local Drug Action Team  Moving forward together to reduce harm https   t co vF  mFaVpI via ,Negative
Despite these  statistics  the sobering reality is  every day in Australia around     people are admitted  https   t co CUukL TP t,Negative
RT   Take action with Community Engagement Action Program grants  Find the latest updates to the grants here  https   t co  qcOuTX ,Positive
RT   Take action with Community Engagement Action Program grants  Find the latest updates to the grants here  https   t co CCuzpBq ,Positive
There s no safe amount of alcohol  study says  https   t co P  BkI k x,Positive
The ADF praises the NT Government for progressive alcohol legislation   #MEDIARELEASE  https   t co CJiuzyEh y https   t co HigjRqiNUe,Positive
Congratulations to the Northern Territory Government on becoming Australia s first jurisdiction to introduce a mini  https   t co XoVsPev UW,Positive
RT   These prizes are fun  thoughtful and won t break the bank ,Positive
RT   Issues relating to drug  amp  alcohol use cross the line between health  amp  welfare  with significant physical  social  amp  economic impac ,Positive
RT   A UN message for #IndigenousPeoplesDay  Self determination of Indigenous peoples should be respected  as it allows tho ,Positive
Alarming figures that show more needs to be done to prevent fatal overdoses https   t co KckD lyeq  via ,Negative
Recently  three people have been admitted to hospital with lead poisoning as a result of ingesting opium that was    https   t co ag fYSDPMH,Negative
RT   We encourage anyone in the community to submit a complaint about concerning alcohol ads at https   t co ywNLS mHGM  It ,Positive
RT   If your coaching mantra is to  win at all costs   you ve probably lost sight of what junior sport is all about  #GoodS ,Negative
Can MDMA help in the management and treatment of PTSD ,Positive
Know any students of Indian heritage that would like to help guide how we create health resources on alcohol for th  https   t co Zu nBa Ecc,Positive
The theme for this year s National Hepatitis Awareness Day is  Why miss out   urging people to seek out testing  va  https   t co REUPF gzrb,Negative
RT        cancer deaths could be prevented each year if Australians slashed their weekly #alcohol intake by just   standard d ,Negative
Saddened but not surprised by the statistics in this  report  More needs to be done to prevent alcohol and oth  https   t co cB  EQLNdf,Negative
 The study further debunks the myth that teen experimentation with alcohol promotes responsible drinking  instead i  https   t co US UWGIeH ,Positive
Kylie Hampton  one of our Community Development Officers in the Northern Territory  shares her nana and mother s st  https   t co pORRh ANY ,Positive
Great to see such a strong client response at  Medically Supervised Injecting Centre after only being opene  https   t co QLGgBMHLXb,Positive
We were thrilled to attend the Surry Hills Community Drug Action Team s NAIDOC week celebration yesterday  https   t co MKbIXV Gpi,Positive
RT   It isn t too late to join the club and get involved in #DryJuly   It s good to challenge ourselves once in a while  especiall ,Positive
Celebrating Mt Druit Local Drug Action Team s Renee Thompson for NAIDOC Week  #BecauseOfHerWeCan #NAIDOC     https   t co Jk dEq rtJ,Positive
Congratulations to the Victorian Parliament for taking a vital step in saving lives and reducing harms from drugs https   t co  Fj rFQmIe,Positive
Great steps by the Western Australian Government  Alcohol advertising should not be visible to youth  https   t co  Io KGgL f,Positive
Thrilled to have Deputy Prime Minister  showing his support for the  Club Health Strategy  https   t co g y oYdsr ,Positive
Great to see video of inside Richmond s Medically Supervised Injecting Centre  The facility will reduce preventable  https   t co StDJeaxf F,Positive
RT   SafeScript will help ensure Victorians receive effective treatment for prescription medication dependence or underlying con ,Positive
RT   Research finds links between #StateOfOrigin games and a massive spike in domestic violence in NSW https   t co qtBHAcOpZ ,Negative
RT   Last week Community Drug Action Teams  CDATs  from across the Greater Sydney Region came together to share projects and discu ,Positive
RT   Please see our latest media release regarding the first officially sanctioned pilot pill testing program undertaken by ,Positive
RT   Excited to partner with  Ipswich      to form Ipswich Local Drug Action Team funded by ,Positive
RT   Download our FREE mental health app  My Wellbeing Mate here  https   t co PtwiwNsGYx and access a wealth of resources like ,Positive
RT   #Alcohol s effect on the Australian community is unacceptable   Alarmingly the #AlcPoll     has found that more than one ,Negative
Ketamine as a treatment for depression   what is the research telling us ,Negative
RT   Love this competition from  for young people to lift the lid on Big Alcohols tactics    ,Positive
Last week we had the pleasure of working with IndianCare to hold a workshop with seniors in Melbourne s Indian comm  https   t co QR yGdN Jj,Positive
The Parliamentary Commendation Awards honoured people organisations located in the Port Stephens LGA last week   Po  https   t co bRNY ynzcS,Positive
Join the discussion for a Melbourne  Support  Don t Punish  day forum  This forum brings together voices from the A  https   t co OZWoov  im,Positive
RT   Please watch this moving story of the impact of Alcohol and Other Drugs on our community  and help us establish a Multicultura ,Positive
RT   How well do you know our nation s history  There might be more to it than you d expect  This National Reconciliation Week ,Positive
 with our CEO Dr Erin Lalor and  in Alice Springs talking about the inspirational Central  https   t co YG Mo FEuc,Positive
The Australian Government and the ADF are excited to welcome an additional    Local Drug Action Teams  in to the LD  https   t co  d  vulMO ,Positive
In partnership with IndianCare  the ADF is holding a series of workshops to help build an improved understanding of  https   t co XbtNIWpKov,Positive
RT   Celebrate the achievements and dedication of volunteers with this free fact sheet for clubs  #NVW    ,Positive
We re in Sale today chatting to community leaders and health professionals about the dangers of misusing pharamaceu  https   t co cNFCltXnvr,Negative
RT   A forum is underway in Sale to help workplace leaders better understand prescription drug misuse    ,Positive
Good to see the ACT Government taking necessary steps to save lives  Real time prescription monitoring needs to be  https   t co w O  vkcfY,Positive
RT   If you re reaching for a beer more often than the rugby ball maybe there s too much booze in your sport  It s not our faul ,Positive
We re excited to announce continued funding for    Media release  https   t co vVrkZ  cFQ https   t co vCj AVTN n,Positive
Great catching up with  on Tuesday for Coffee with a Cop  We had the opportunity to chat about our progra  https   t co IxW gdF   ,Positive
Real time prescription monitoring urgently needs to be implemented in every state and territory   It would save liv  https   t co tQXLDOwpJJ,Positive
A big congrats to Criss Moore  for making  s Honour Roll  Criss  work to overturn liquor licencing in Casu  https   t co Ysn c Dd  ,Positive
Free event next Tuesday  Workplace and community leaders  and health professionals in the Gippsland area are invite  https   t co  jJXY FOfr,Positive
  is asking young people to share what doesn t sit right with them when it comes to alcohol culture and t  https   t co nzRE MvLdk,Positive
Pill testing at festivals will not only change the way young people in Australia use drugs  but it paves the path f  https   t co  EoK csnbK,Positive
The drug testing trial at this weekend s   music event in the ACT  will help to reduce drug related h  https   t co XKgCxU tBC,Positive
Drug checking saves young people s lives and leads to less dangerous drug taking  Find the facts here   https   t co  E DoO ykm,Negative
RT   Bayswater Bowling amp Recreation Club in WA is a great eg  of partnerships with a community garden regular community events and p ,Positive
The Drug and Alcohol Multicultural Education Center  DAMEC  is hosting a free professional development forum led by  https   t co M Xh Srrue,Positive
It s great to see people are seeking support to address drug or alcohol problems  Education can help employees addr  https   t co pVioKGN RX,Positive
Evidence to support the existence of medically supervised injecting centres is overwhelming   Still  a lack of unde  https   t co  eGll XHhe,Positive
RT   Did you know #alcohol is the leading contributor to the burden of illness and deaths in Australia  Here s why everyone has a ,Negative
Employment is a key protective factor for people with substance misuse  and the best way to support people to recov  https   t co c  J Ov qi,Positive
The  report into the impact of alcohol and illicit drug use on the burden of disease and injury reaffirms the  https   t co v bQ  VxEy,Negative
RT   Alcohol and illicit drugs have a substantial impact on our health  collectively responsible for   in every    deaths  For the ful ,Positive
