tidy_tweet,Sentiment
RT   We re issuing an emergency call for blood and platelet donations  Roll up a sleeve and help a patient in need now  https   t  ,Positive
   Oats contain both soluble   insoluble #fiber  Soluble fibers form a viscous gel that help to lower #cholesterol  https   t co  gYhfXJkbc,Positive
This #diet has consistently ranked high among the top rated diets for overall health and weight loss  per    https   t co wFd DGduxm,Negative
Quick #Facts    The World Health Organization  says trans fats alone are responsible for         #heartdisease  https   t co RpZapZ u z,Positive
Indulge without the guilt   https   t co InP ovQa O,Positive
RT   Ready for some #FridayFunny  https   t co NsFdTzjd u,Positive
RT   How is the #shutdown affecting health   If a public health emergency comes up  we could be looking at a crisis of confide ,Negative
To address the risks posed by severe #chickenpox  Japanese researchers developed a chickenpox  or varicella   https   t co YoyLcILyD ,Negative
Which #diet trends should you try in #      and which should you avoid  We had registered dietitians offer their tw  https   t co nDpXmZCq b,Negative
Pet dander  dust mites  and more airborne irritants can make #eczema worse  Find out how to protect yourself indoor  https   t co  euo DmhOD,Negative
Happy #NationalMilkDay latte and cereal lovers  Get ready to ditch almond mlik for one of these five trendy  https   t co Xre Q BX e,Positive
The most common symptoms of #tonsillitis include swollen tonsils  painful swallowing  and sore throat  Here are the  https   t co IvL FwLyPE,Negative
As fewer children get chickenpox  the number of adults who neither had chickenpox as children nor got vaccinated ag  https   t co RqSovUKZfX,Positive
Does your throat feel abnormally sore  You could have #Tonsilitis  Learn what it is  what causes it  and how to tre  https   t co RcXLDFF Bl,Negative
Are you often stressed  Well  if you have #herpes  that s a realllly bad base line  #Stress can bring on outbreaks   https   t co tUpWZ KtrI,Negative
#   Wash your bedding in hot water weekly  Make sure the water is at least     degrees Fahrenheit so it will kill d  https   t co rhkZSITmLt,Negative
Celebrate #NationalBittersweetChocolateDay by practicing how to make these sweet treats you might serve during  https   t co zEv EoFK E,Positive
Learn how the #ketogenic #diet may affect your #hearthealth  for better or worse  https   t co rJtXrxJmUT,Negative
Beat seasonal depression or seasonal affective disorder by boosting your #     with these #everydayhealthhacks      https   t co XVHrzmpeVY,Negative
  Congrats  Howard  Well deserved  ,Positive
RT   If I Didn t Laugh About Multiple Sclerosis  I d Cry   #MS Black and Different Blues https   t co akIufMUEYO  h ,Positive
The  Association says meditation may help  but don t forgo traditional medicine for this alternative  https   t co N wEeFIIYI,Positive
No sugar for one whole year   Learn from a family that did it   We d cut out anything w  an added sweetener  be it  https   t co vi hc w gR,Negative
Celebrate #NationalApricotDay with this quick and easy #icedtea #recipe  https   t co xrRYgx  FK https   t co bWmbC tcb ,Positive
Food manufacturers are getting creative by using plants like pistachios and flaxseed to make these trendy milks of  https   t co Tc FdDN  s,Positive
Fighting oxidative damage associated with diseases such as #cancer and #ParkinsonsDisease is just one of the many p  https   t co wvI AvkOkX,Negative
Satisfy your sweet tooth with one of these   trendy sugar substitutes  from date syrup to coconut sugar  https   t co iypLiEyUid,Positive
#   Believe it or not  the type of workout actually matters A LOT  If you don t like it  you won t do it   https   t co zPiSGlIjAY,Negative
The problem isn t just with meat  eggs  and dairy   here s what dietitians really wish you knew about the role of  https   t co dJRoEZFyYr,Positive
Pamper yourself for #NationalWinterSkinReliefDay today with these expert tips on how to avoid the usual dry  flakey  https   t co zgA VZxEbL,Negative
RT   Can the #KetogenicDiet help patients who are undergoing #cancer treatment  #NYP  amp   s Dr  Lewis Cantley offers ,Positive
If the holidays turned your kitchen into a burnt disaster  get rid of the gunk this month with these genius at home  https   t co NocDiJmvIm,Negative
For people who are facing progression of their disease or continued weakening or numbness in their legs  or those w  https   t co GnUIY BtIy,Negative
Give your energy a #NewYearNewYou boost by committing to and ditching a few of these sluggish habits we all might b  https   t co a YdZ xb m,Positive
Have you traded sugar for #stevia or Equal in hopes of losing weight  A new study casts doubt on that notion    https   t co  N OdySw i,Negative
The research is significant because it suggests that medical marijuana policies may be one way to encourage fewer o  https   t co fNcVV QCFS,Positive
Calling all #banana lovers  We DARE you to resist whipping up one of these mouthwatering #recipes that star the nut  https   t co VoVPOpo j ,Positive
No  you can t eat all the #butter and #bacon you want on the #keto #diet  Are you guilty of falling for these other  https   t co InyvEak S ,Negative
Just ONE can of beans makes these FIVE quick  delish  and easy meals  Get the #recipes  here   https   t co  JK Gw KdV,Positive
Strong evidence  More than two thirds of adults and nearly one third of children and youth are overweight or obese   https   t co VtxPvxInHz,Positive
Identifying how you handle stress will help you eventually eliminate all your triggers  Take the quiz  here     https   t co F  zYlsbMu,Negative
For the #WeekendWarriors who might find it hard to ditch the #brunch cocktails for #Dryuary  these #LowCal soda alt  https   t co VmImF mxL ,Negative
THESE are the best and worst diet plans for your health and weight loss goals in       https   t co OhMjgPp jH,Negative
Celebrate #NationalTriviaDay by testing your #FoodIQ  here    or     #OwnYourWellness #EverydayHW https   t co uzoOAUqoFD,Positive
 As an athlete you are programmed to push past the pain  I was willing it to get better  But in my heart  I knew so  https   t co pouSs IMEC,Negative
This is a serious #womenshealth issue  Why aren t we more concerned about this  https   t co euLRiaTfKx,Negative
Don t wake up with a congestion headache   stop it before it stars with this advice  https   t co e GVEM  Mz,Negative
A new study links REM sleep behavior disorder to antidepressant use and heavy drinking  and the condition may be an  https   t co  DtLOgIQ N,Negative
The breath is a powerful tool  Give these relaxing deep breathing techniques a try  https   t co RfeZkaxN m,Positive
Is today cloudy with a chance of meatballs for you   What a coincidence   its #NationalSpaghettiDay  Try making one  https   t co xBQXayvr N,Positive
The origin of this pretty little fruit jewel  A few centuries ago  the fruit was brought over to North America  and  https   t co ibjtKnZEAK,Positive
Has #FluSeason wreaked havoc on your hometown yet  Learn where it s creeping up across the U S   here  https   t co cMjYyXOl t,Negative
Are you thin and cold all the time  Are you a bit overweight and constantly sweaty  Identify your #Ayurvedic Body T  https   t co x wTKRDRJj,Negative
Be sweet to yourself  always    https   t co aFCLZLVtMq #NewYearNewYou #StressSmarter,Positive
Quick Facts  Younger patients with Crohn s disease and ulcerative colitis are at highest risk  study says  https   t co iIcWt FSBf,Negative
If you have #Type  #Diabetes and you haven t reevaluated your treatment plan or lifestyle in a while  create time t  https   t co  SPwCXncZt,Positive
Do you use any of these apps to keep track of your #menstrualcycle  If so  what s your favorite feature   https   t co kYUKimKHko,Positive
If you can t see to read or knit in the middle of the night  making sweet healing salves might better suit your res  https   t co  zOgLgf Xs,Positive
Quick Facts  The drugs throw off the delicate balance of bacteria in the gut by stimulating the growth of harmful m  https   t co    NBvs  Z,Positive
Trying to get to a healthy  maintainable goal weight this year  Get the inside scoop on what REALLY works from the  https   t co  HPbKs zOH,Positive
Good News   research finds adopting a healthier lifestyle can prolong life expectancy at age    by about     https   t co oDtVTKj h ,Positive
RT   Nearly        women get #cervical #cancer each year  The good news  You can lower your risk  Find out how   gt  gt  https   t c ,Negative
Stress triggers the production of unhealthy hormones which can lead to starting bad habits  Stop this vicious cycle  https   t co  irFNxRUvJ,Negative
It s official   another year is hear to help you shed all the toxic shame  guilt  and envy holding you back from di  https   t co uJ Lv KwlL,Negative
As an emergency room physician  Dr  Corbett sees a lot of cases that are due to common  avoidable problems that cou  https   t co wmF SMQ Wn,Negative
RT   A recent study found LGBT patients were two and a half times more likely to feel comfortable reporting their sexual orientati ,Positive
A chef and author shares her fave kitchen #hacks to help simplify YOUR culinary life   https   t co TS V oxDJh,Positive
Start the #newyear off with an effective #fitness and wellness plan to meet the best version of YOU in       https   t co DI hQ izA ,Positive
There s a lot of buzz about the keto diet and what it can do for your health  We cut through the noise and show you  https   t co ImZFjPuiqs,Negative
If your immune system is compromised  beware  These infections have subtle and severe symptoms you can get ahead of  https   t co eddilttWYP,Negative
It s not easy to avoid everything that might trigger your mood swings  but your #diet is easy to transform if you w  https   t co fNOviIcUmr,Negative
Have you heard of #IntermittentFasting  It s not safe for everyone  but there are so many ways to try it as a lifes  https   t co xZluztWIMl,Negative
Here s   pain free hacks you need for cleaning kitchen clutter after the holidays  https   t co DGO UZVvGv https   t co xZP LapV x,Positive
Here s   Healthy Reasons to Love #Spring    It can t come soon enough  so we re starting the seasonal appreciation  https   t co WXfth tAaU,Positive
There s such a thing as TOO MUCH #sleep   No way  Well  science is looking into it with this study  Here s what you  https   t co zk JmLlU  ,Negative
In her #book Spark Joy  Japanese decluttering guru    offers an illustrated guide to her acclaimed  https   t co   LcpGn a ,Positive
The new study found that women who spent over   hr each day worried more about what other people thought about thei  https   t co  KmfpeAA n,Negative
THIS is what aging gracefully looks like   #GlowUp with this wise #wellness advice from incredible females such as  https   t co e OIODiJDs,Positive
RT   If you liked this popular tweet on mindfulness  you might also be interested in the findings of a recent  funded s ,Positive
WARNING  Obesity in the United States has become so prevalent that it has been called a public health crisis  https   t co YrpB AQLPj,Negative
 I ve lived with this malady MS for    years  but I don t feel alone anymore    https   t co BWEi BffFV,Negative
Gather your grandma  your mom  your aunties and cousins   it s time to play these delightfully festive holiday them  https   t co ir TQqveGY,Positive
Not sure how to cater to a dairy allergy during your big holiday dinner  Let these recipes give you meal innovation  https   t co Mcgc Gzje ,Positive
Trying not to encourage drinking or some other bad vice with your #WhiteElephant   #BadSanta gift this year  Choose  https   t co jDM jiJ Pm,Negative
Be careful out there    https   t co hoq cBQGBS,Positive
   favorite stress fighting tactic is a breathing technique that he and his wife  Nicole Johnson  tau  https   t co QRRa PZDAR,Positive
Do you know YOUR odds of #IVF success  https   t co QflMlabsnk,Positive
The good news  Scans performed before surgery indicated no evidence of disease elsewhere in the body  We hope you r  https   t co  yAXu lz v,Positive
Are you all about #NewYearNewYou fitness and nutrition resolutions   We tried and ranked popular #fitness subscript  https   t co  ogO  yiYQ,Positive
 While it was a devastating diagnosis  it was a relief to know there was a reason behind my slipping abilities at w  https   t co xh  gOxLzf,Positive
Human urine has been a useful diagnostic tool since the earliest days of medicine  The color  density  and smell of  https   t co TUGownPqZh,Positive
  natural ways to boost your sex life  https   t co tCnu TRixH https   t co  edofGlGGC,Positive
Too cold to run outside  Here s the    best ways to make the most of your treadmill workout  https   t co EVeI CoWet https   t co kzqBHYOi t,Positive
Are you aware of this inexpensive therapy that can reduce anxiety  lower blood pressure  and ease pain   https   t co M AcnRkdF ,Negative
 I had two heart attacks in my twenties    This is what caused a health eating  marathon training     year old to h  https   t co pRpU BkBqz,Negative
The pineapple trick that will change your life  https   t co YZohjumuEj https   t co vfYS vdqhl,Negative
Do you experience the constant urge to urinate  frequent urination  or discomfort while urinating  Then  you may ha  https   t co tAgYHLvlLz,Negative
The simple walking test that can help diagnose dementia  https   t co  eNi mwbjk https   t co f Mq PfzfH,Positive
If you have been living with dry  itchy  eyes    you probably want to read this https   t co Gw MtejQ W https   t co EAOmlenFVC,Negative
This surprising drug may be the future of treating depression  https   t co jXWtt SmLV https   t co ceXRCkx q ,Negative
Having trouble sleeping  This could be why  #sleep #MS #everydayhealth https   t co GRGgC laqp https   t co ZNfwljUogi,Negative
Are you tired or fatigued  Have you been experiencing joint pain  These may all be physical signs of something larg  https   t co L KUsmWUUY,Negative
Does this cold weather have you feeling depressed and unmotivated  Here are    ways to cope  #depression #coping  https   t co SrrbjpbB f,Negative
Let s break down the common and rare  severe complications that can occur with untreated #tonsillitis  https   t co mEvXxaosn ,Negative
Symptoms of #acutebronchitis   coughing  a sore throat  and excess mucus and phlegm   may be irritating  but there   https   t co pNc qL Ap ,Negative
These   #BreakfastBowl #recipes are healthier than your go to morning cereal and just as quick and easy to make  Le  https   t co U   i  VbW,Positive
Why is this a HUGE improvement  An estimated        of patients make mistakes using inhalers and don t get enough m  https   t co  QIJxv jWt,Positive
 Thanks for sharing this great resource       ,Positive
Just another important research driven reminder that staying active is important for your body  soul  and MIND  https   t co nwPDlNifw ,Positive
Heart disease and diabetes go hand in hand  so it makes sense that the same prevention tools that work for one also  https   t co vSXyPyTFDk,Positive
RT        saw the  nd greatest annual number of US #measles cases since         reason     unvaccinated travelers  mostly US re ,Positive
Your #EverydayHealth matters most  so set and track your #health goals all year long with this monthly checklist   https   t co MBn F mWMx,Positive
Prior studies suggested that eggs could raise your risk for the disease  but new studies have cracked the whole tru  https   t co jbmLLsbnlF,Negative
 If I let up on my hyper diligence to  get better   when I skip my walk  neglect to do my stretches  stop monitorin  https   t co eVzoXS Jud,Negative
Boost your mood with this list of    patient approved natural #supplements for #depression   including #probiotics   https   t co CF V   VI ,Positive
RT   How do eggs affect your risk for #T D  AADE spokesperson Sandra Ar valo shares her perspective in this article from  ,Positive
Your body can take longer to recover if you don t treat your actual issue fast enough    Here s a guide to help you  https   t co  V JghO P ,Positive
What you may have heard about the abuse of #Ketamine as a recreational drug couldn t be farther from the truth of w  https   t co lVk eXFR v,Negative
Having trouble conceiving  Men who have had trouble impregnating their partners may want to ask a physician for a b  https   t co EAUyZB mSd,Negative
In #Hollywood  where a woman s age can be a liability  more and more actresses are speaking out about the realities  https   t co LQcXCkSg J,Negative
Start these practices at the top of the #newyear  so you can avoid a sluggish system all year round    Bad Eating H  https   t co ZJEZ lv Jh,Negative
Topics explored this week include racial disparities in breast cancer care  gender differences in who responds to t  https   t co aTIwEbMqUS,Negative
Happy #NationalQuinoaDay  Learn why this carb staple s popularity continues to rise  in this detailed  https   t co XifCM oGvC,Positive
RT    Thank you for letting me share my story on EH  but also what I ve since learned about nutrition  amp  #diabetes ,Positive
Save your money for vacation or something you should really invest in   movement shouldn t cost much   https   t co WRtWAYY wH,Positive
Beyond Exhausted  Here s why your sleepy  painful  cranky symptoms might actually be signs of  https   t co suoQ SBWbD,Negative
Have you ever gotten sudden nervous sweats or a tight chest after seeing something with tons of circular holes in i  https   t co yQK xgHK Y,Negative
Take a moment and figure out what ingredients make you feel great  good  and just plain BLAH  What are you adding a  https   t co T NXhFHQ X,Positive
Problem  #Parkinsons Symptoms can be so subtle in the early stages that they go unnoticed  leaving the disease undi  https   t co  Gv cFXDBi,Negative
A fever  body aches  runny nose  and sore throat are not just signs of the flu   they re also all characteristics o  https   t co mGD ASxo K,Negative
 A   We ve got a resource that helps with helping people eat more fruits and veggies #MoreMatters  https   t co p UKwdfyQY,Positive
RT   A   We re reducing our #foodwaste  Freeze leftovers or opt for a frozen meal   #morematters #minichanges https   t co vYmeLFONPl,Positive
Wow  Gender also played a part in ensuing health problems  Males developed circulatory disorders and metabolic synd  https   t co LlXlygk uR,Positive
 Proud of you     This was an incredibly insightful transformation story   not just in terms  https   t co l  ImhPJnN,Positive
  After watching the first season of #TidyingUp with    Super clean   Thanks fo  https   t co DmTsnNpbyi,Positive
 Thanks for sharing this with your audience    We ve got lots more #Diabetes content where that c  https   t co ntqC C  QI,Positive
 Thanks for sharing this resource with your readers   ,Positive
The joy of parenting may be priceless  but #fertility treatments have a definite price tag  Those can range from te  https   t co NBSYAgIaa ,Positive
The science behind why the work between your workouts matters for your muscles and joints  https   t co TtEMtWe   ,Positive
Today is #NationalCleanOffYourDeskDay  so do yourself a solid and cleanse your workspace with this #fengshui advice  https   t co  cSoNIWXmp,Positive
There are lots of books out there on the #keto #diet  but registered dietitians say THESE reads can help set you up  https   t co thtCVDmwaY,Positive
RT   We re issuing an emergency call for blood and platelet donations  Roll up a sleeve and help a patient in need now  https   t  ,Positive
   Oats contain both soluble   insoluble #fiber  Soluble fibers form a viscous gel that help to lower #cholesterol  https   t co  gYhfXJkbc,Positive
This #diet has consistently ranked high among the top rated diets for overall health and weight loss  per    https   t co wFd DGduxm,Negative
Quick #Facts    The World Health Organization  says trans fats alone are responsible for         #heartdisease  https   t co RpZapZ u z,Positive
Indulge without the guilt   https   t co InP ovQa O,Positive
RT   Ready for some #FridayFunny  https   t co NsFdTzjd u,Positive
RT   How is the #shutdown affecting health   If a public health emergency comes up  we could be looking at a crisis of confide ,Negative
To address the risks posed by severe #chickenpox  Japanese researchers developed a chickenpox  or varicella   https   t co YoyLcILyD ,Negative
Which #diet trends should you try in #      and which should you avoid  We had registered dietitians offer their tw  https   t co nDpXmZCq b,Negative
Pet dander  dust mites  and more airborne irritants can make #eczema worse  Find out how to protect yourself indoor  https   t co  euo DmhOD,Negative
Happy #NationalMilkDay latte and cereal lovers  Get ready to ditch almond mlik for one of these five trendy  https   t co Xre Q BX e,Positive
The most common symptoms of #tonsillitis include swollen tonsils  painful swallowing  and sore throat  Here are the  https   t co IvL FwLyPE,Negative
As fewer children get chickenpox  the number of adults who neither had chickenpox as children nor got vaccinated ag  https   t co RqSovUKZfX,Positive
Does your throat feel abnormally sore  You could have #Tonsilitis  Learn what it is  what causes it  and how to tre  https   t co RcXLDFF Bl,Negative
Are you often stressed  Well  if you have #herpes  that s a realllly bad base line  #Stress can bring on outbreaks   https   t co tUpWZ KtrI,Negative
#   Wash your bedding in hot water weekly  Make sure the water is at least     degrees Fahrenheit so it will kill d  https   t co rhkZSITmLt,Negative
Celebrate #NationalBittersweetChocolateDay by practicing how to make these sweet treats you might serve during  https   t co zEv EoFK E,Positive
Learn how the #ketogenic #diet may affect your #hearthealth  for better or worse  https   t co rJtXrxJmUT,Negative
Beat seasonal depression or seasonal affective disorder by boosting your #     with these #everydayhealthhacks      https   t co XVHrzmpeVY,Negative
  Congrats  Howard  Well deserved  ,Positive
RT   If I Didn t Laugh About Multiple Sclerosis  I d Cry   #MS Black and Different Blues https   t co akIufMUEYO  h ,Positive
The  Association says meditation may help  but don t forgo traditional medicine for this alternative  https   t co N wEeFIIYI,Positive
No sugar for one whole year   Learn from a family that did it   We d cut out anything w  an added sweetener  be it  https   t co vi hc w gR,Negative
Celebrate #NationalApricotDay with this quick and easy #icedtea #recipe  https   t co xrRYgx  FK https   t co bWmbC tcb ,Positive
Food manufacturers are getting creative by using plants like pistachios and flaxseed to make these trendy milks of  https   t co Tc FdDN  s,Positive
Fighting oxidative damage associated with diseases such as #cancer and #ParkinsonsDisease is just one of the many p  https   t co wvI AvkOkX,Negative
Satisfy your sweet tooth with one of these   trendy sugar substitutes  from date syrup to coconut sugar  https   t co iypLiEyUid,Positive
#   Believe it or not  the type of workout actually matters A LOT  If you don t like it  you won t do it   https   t co zPiSGlIjAY,Negative
The problem isn t just with meat  eggs  and dairy   here s what dietitians really wish you knew about the role of  https   t co dJRoEZFyYr,Positive
Pamper yourself for #NationalWinterSkinReliefDay today with these expert tips on how to avoid the usual dry  flakey  https   t co zgA VZxEbL,Negative
RT   Can the #KetogenicDiet help patients who are undergoing #cancer treatment  #NYP  amp   s Dr  Lewis Cantley offers ,Positive
If the holidays turned your kitchen into a burnt disaster  get rid of the gunk this month with these genius at home  https   t co NocDiJmvIm,Negative
For people who are facing progression of their disease or continued weakening or numbness in their legs  or those w  https   t co GnUIY BtIy,Negative
Give your energy a #NewYearNewYou boost by committing to and ditching a few of these sluggish habits we all might b  https   t co a YdZ xb m,Positive
Have you traded sugar for #stevia or Equal in hopes of losing weight  A new study casts doubt on that notion    https   t co  N OdySw i,Negative
The research is significant because it suggests that medical marijuana policies may be one way to encourage fewer o  https   t co fNcVV QCFS,Positive
Calling all #banana lovers  We DARE you to resist whipping up one of these mouthwatering #recipes that star the nut  https   t co VoVPOpo j ,Positive
No  you can t eat all the #butter and #bacon you want on the #keto #diet  Are you guilty of falling for these other  https   t co InyvEak S ,Negative
Just ONE can of beans makes these FIVE quick  delish  and easy meals  Get the #recipes  here   https   t co  JK Gw KdV,Positive
Strong evidence  More than two thirds of adults and nearly one third of children and youth are overweight or obese   https   t co VtxPvxInHz,Positive
Identifying how you handle stress will help you eventually eliminate all your triggers  Take the quiz  here     https   t co F  zYlsbMu,Negative
For the #WeekendWarriors who might find it hard to ditch the #brunch cocktails for #Dryuary  these #LowCal soda alt  https   t co VmImF mxL ,Negative
THESE are the best and worst diet plans for your health and weight loss goals in       https   t co OhMjgPp jH,Negative
Celebrate #NationalTriviaDay by testing your #FoodIQ  here    or     #OwnYourWellness #EverydayHW https   t co uzoOAUqoFD,Positive
 As an athlete you are programmed to push past the pain  I was willing it to get better  But in my heart  I knew so  https   t co pouSs IMEC,Negative
This is a serious #womenshealth issue  Why aren t we more concerned about this  https   t co euLRiaTfKx,Negative
Don t wake up with a congestion headache   stop it before it stars with this advice  https   t co e GVEM  Mz,Negative
A new study links REM sleep behavior disorder to antidepressant use and heavy drinking  and the condition may be an  https   t co  DtLOgIQ N,Negative
The breath is a powerful tool  Give these relaxing deep breathing techniques a try  https   t co RfeZkaxN m,Positive
Is today cloudy with a chance of meatballs for you   What a coincidence   its #NationalSpaghettiDay  Try making one  https   t co xBQXayvr N,Positive
The origin of this pretty little fruit jewel  A few centuries ago  the fruit was brought over to North America  and  https   t co ibjtKnZEAK,Positive
Has #FluSeason wreaked havoc on your hometown yet  Learn where it s creeping up across the U S   here  https   t co cMjYyXOl t,Negative
Are you thin and cold all the time  Are you a bit overweight and constantly sweaty  Identify your #Ayurvedic Body T  https   t co x wTKRDRJj,Negative
Be sweet to yourself  always    https   t co aFCLZLVtMq #NewYearNewYou #StressSmarter,Positive
Quick Facts  Younger patients with Crohn s disease and ulcerative colitis are at highest risk  study says  https   t co iIcWt FSBf,Negative
If you have #Type  #Diabetes and you haven t reevaluated your treatment plan or lifestyle in a while  create time t  https   t co  SPwCXncZt,Positive
Do you use any of these apps to keep track of your #menstrualcycle  If so  what s your favorite feature   https   t co kYUKimKHko,Positive
If you can t see to read or knit in the middle of the night  making sweet healing salves might better suit your res  https   t co  zOgLgf Xs,Positive
Quick Facts  The drugs throw off the delicate balance of bacteria in the gut by stimulating the growth of harmful m  https   t co    NBvs  Z,Positive
Trying to get to a healthy  maintainable goal weight this year  Get the inside scoop on what REALLY works from the  https   t co  HPbKs zOH,Positive
Good News   research finds adopting a healthier lifestyle can prolong life expectancy at age    by about     https   t co oDtVTKj h ,Positive
RT   Nearly        women get #cervical #cancer each year  The good news  You can lower your risk  Find out how   gt  gt  https   t c ,Negative
Stress triggers the production of unhealthy hormones which can lead to starting bad habits  Stop this vicious cycle  https   t co  irFNxRUvJ,Negative
It s official   another year is hear to help you shed all the toxic shame  guilt  and envy holding you back from di  https   t co uJ Lv KwlL,Negative
As an emergency room physician  Dr  Corbett sees a lot of cases that are due to common  avoidable problems that cou  https   t co wmF SMQ Wn,Negative
RT   A recent study found LGBT patients were two and a half times more likely to feel comfortable reporting their sexual orientati ,Positive
A chef and author shares her fave kitchen #hacks to help simplify YOUR culinary life   https   t co TS V oxDJh,Positive
Start the #newyear off with an effective #fitness and wellness plan to meet the best version of YOU in       https   t co DI hQ izA ,Positive
